iter	Logloss
301	0.1742777615
302	0.1737986868
303	0.1729749068
304	0.1724287555
305	0.1715621109
306	0.1711883551
307	0.1705655856
308	0.1701530237
309	0.1695802572
310	0.1689819249
311	0.1685423351
312	0.1680076159
313	0.1675793876
314	0.1672446661
315	0.1666030018
316	0.1660673451
317	0.1654715259
318	0.1647394771
319	0.1643409267
320	0.1639126608
321	0.1634047255
322	0.1627813132
323	0.1626240354
324	0.1622011404
325	0.1615944908
326	0.1608791406
327	0.1605120788
328	0.1600611854
329	0.159509505
330	0.1591575237
331	0.158733747
332	0.1582106118
333	0.1578419357
334	0.1574095434
335	0.1570336682
336	0.1565399758
337	0.1559766499
338	0.1555808966
339	0.1551452098
340	0.1547465938
341	0.154216203
342	0.1537346314
343	0.1529371136
344	0.1525899631
345	0.1518631423
346	0.1513954718
347	0.150897262
348	0.1505834928
349	0.1498567403
350	0.1495167151
351	0.1488015852
352	0.1483983659
353	0.1479688685
354	0.1475665521
355	0.1472409596
356	0.1465541687
357	0.1459963105
358	0.145514244
359	0.1450836619
360	0.1447169974
361	0.1444401537
362	0.1438271439
363	0.1434242756
364	0.1430341487
365	0.1425748119
366	0.1418745294
367	0.141570903
368	0.1409176258
369	0.1403124843
370	0.1397149435
371	0.1394548099
372	0.1390879885
373	0.1388087549
374	0.138327482
375	0.1379216384
376	0.1375757516
377	0.1372620881
378	0.1368431877
379	0.1363523804
380	0.1359884999
381	0.1355877692
382	0.1352404819
383	0.1348270596
384	0.1343504977
385	0.1340748121
386	0.1334478895
387	0.1330106508
388	0.1326234965
389	0.1322875496
390	0.1319154634
391	0.1313589721
392	0.1312041
393	0.1307562217
394	0.1302790812
395	0.1299909667
396	0.1296210354
397	0.1292583835
398	0.1288211416
399	0.1282428081
400	0.1279241308
401	0.127475927
402	0.1272043907
403	0.1268482255
404	0.1264545137
405	0.1261636443
406	0.1254453762
407	0.1250526103
408	0.124736589
409	0.1244708389
410	0.123976472
411	0.1237027228
412	0.1233021441
413	0.1227488396
414	0.1222965811
415	0.1218086949
416	0.1214500264
417	0.1211049854
418	0.1206737178
419	0.120425176
420	0.1200923373
421	0.1197492828
422	0.1195518724
423	0.1191687156
424	0.1188629977
425	0.1185240812
426	0.1181976695
427	0.1179763169
428	0.1177160915
429	0.1173348342
430	0.1169302065
431	0.116581155
432	0.1163265191
433	0.1158481559
434	0.1154443321
435	0.115142302
436	0.1148574157
437	0.1146591695
438	0.1143497118
439	0.1137811477
440	0.1132898122
441	0.1129320804
442	0.1126487241
443	0.1123794678
444	0.1120858196
445	0.1119319142
446	0.1115414249
447	0.1112881709
448	0.1108772987
449	0.1105140835
450	0.1100474975
451	0.1097629406
452	0.1096270388
453	0.1092443253
454	0.1089039405
455	0.1086331268
456	0.1084406865
457	0.1081555397
458	0.1078806315
459	0.1075972135
460	0.1071320145
461	0.1068959369
462	0.1066682583
463	0.1062482325
464	0.1060156081
465	0.1057524922
466	0.1054623515
467	0.1052103659
468	0.1046461574
469	0.1044085547
470	0.103936614
471	0.1038548101
472	0.1035938955
473	0.1033717201
474	0.1029677461
475	0.1027133095
476	0.1023580846
477	0.1021276001
478	0.1016696059
479	0.1012851988
480	0.1010500928
481	0.1007208196
482	0.1003878641
483	0.1000145854
484	0.09976842704
485	0.09947348767
486	0.09922048523
487	0.09891144722
488	0.09853575144
489	0.09830179499
490	0.09797245578
491	0.09769898029
492	0.09743711513
493	0.09714590831
494	0.0967757766
495	0.09650410036
496	0.09619901118
497	0.09601255125
498	0.09584824687
499	0.09555516783
500	0.09522515605
501	0.09499367765
502	0.09464239809
503	0.09434668399
504	0.09412948104
505	0.09379359282
506	0.09358138755
507	0.09329471543
508	0.09311213952
509	0.09275937974
510	0.09256395169
511	0.09240496765
512	0.09218623264
513	0.09189942535
514	0.09171830656
515	0.09149027801
516	0.09136196757
517	0.09106825238
518	0.09086075034
519	0.09055415676
520	0.09022565605
521	0.08993788287
522	0.08963302427
523	0.08942527262
524	0.08909293398
525	0.08880721068
526	0.08860565189
527	0.08845400199
528	0.08830915618
529	0.08808285586
530	0.0879178355
531	0.08777855867
532	0.08751676409
533	0.0872974834
534	0.0870945833
535	0.08688776915
536	0.08655451781
537	0.08634540963
538	0.08618301084
539	0.08599525439
540	0.08579296712
541	0.08555293645
542	0.08533714006
543	0.08519661119
544	0.08479276565
545	0.08466527729
546	0.08435282212
547	0.08416058753
548	0.08394894423
549	0.08366787582
550	0.08348391599
551	0.08332835232
552	0.08315737831
553	0.08310150906
554	0.08296431487
555	0.08276861398
556	0.08262807219
557	0.08248940503
558	0.08222092926
559	0.08195020256
560	0.08171999066
561	0.08149181368
562	0.08122571819
563	0.08088369925
564	0.08072428318
565	0.08059211759
566	0.08040830782
567	0.08017340547
568	0.08003109143
569	0.07987922565
570	0.07964010405
571	0.07953192307
572	0.07940208275
573	0.07918257507
574	0.0790213521
575	0.07880004526
576	0.07863311462
577	0.07849318834
578	0.07837445265
579	0.07819714736
580	0.07803373478
581	0.07785794384
582	0.07768339533
583	0.07741600266
584	0.07719861284
585	0.07703102835
586	0.07681887108
587	0.07662929583
588	0.07646003236
589	0.07623933492
590	0.07605560794
591	0.07591220408
592	0.07567038542
593	0.07543184214
594	0.07521667769
595	0.07493738596
596	0.07471786624
597	0.07453227982
598	0.07430093079
599	0.07408372049
600	0.07387683638
601	0.07374801929
602	0.07348032766
603	0.07343312018
604	0.07321756512
605	0.07300423932
606	0.07285157392
607	0.07264778429
608	0.07248897361
609	0.07231732734
610	0.07216816784
611	0.07201492751
612	0.07184006169
613	0.071536863
614	0.07131104989
615	0.07116259234
616	0.07099947245
617	0.07083830154
618	0.07066493976
619	0.07047152171
620	0.07033974384
621	0.07021349202
622	0.07011980704
623	0.06993177076
624	0.06987032196
625	0.06975272568
626	0.06940971449
627	0.06914974668
628	0.06897846781
629	0.06882026723
630	0.06856084482
631	0.06840307875
632	0.06825649768
633	0.06812711386
634	0.06798896086
635	0.06784614197
636	0.06771172176
637	0.06755434107
638	0.0673074364
639	0.06713285158
640	0.06697795882
641	0.06680516192
642	0.06664790092
643	0.06645720925
644	0.06633894346
645	0.06617368774
646	0.06602985054
647	0.06578833421
648	0.06567928012
649	0.06560535031
650	0.06536658096
651	0.06525128435
652	0.06515802219
653	0.06502535919
654	0.06490064775
655	0.06477035634
656	0.06465856446
657	0.06453417389
658	0.06445223092
659	0.06432800955
660	0.06409310389
661	0.06397498256
662	0.06386769365
663	0.06367659301
664	0.06355831383
665	0.06345184568
666	0.0633284339
667	0.06320423075
668	0.06308290034
669	0.06289612714
670	0.0627485422
671	0.0625982455
672	0.06248037737
673	0.06227710574
674	0.06209836449
675	0.06197757994
676	0.06181915386
677	0.06173377142
678	0.06153265548
679	0.06141184269
680	0.06130693953
681	0.06109161821
682	0.06100091919
683	0.06090829226
684	0.06081088306
685	0.0606541823
686	0.06051938926
687	0.06038952869
688	0.06030708364
689	0.06019115434
690	0.06005529721
691	0.05997139172
692	0.05979785822
693	0.05968138174
694	0.05964726004
695	0.05953630953
696	0.059389578
697	0.05922493999
698	0.05912037255
699	0.05898192063
700	0.05889558867
701	0.05874789042
702	0.05865459449
703	0.05844660688
704	0.05839265588
705	0.05834966628
706	0.05825623476
707	0.05820724029
708	0.05800238236
709	0.05792001533
710	0.05775753672
711	0.05760284729
712	0.05746988803
713	0.0573570528
714	0.05723294272
715	0.05710474055
716	0.05696158701
717	0.05682459803
718	0.05671863215
719	0.05655800499
720	0.05635303751
721	0.05626057803
722	0.05612489731
723	0.05596609653
724	0.05584999864
725	0.05568535192
726	0.05556764186
727	0.05545369175
728	0.05531963348
729	0.05522616548
730	0.05517380328
731	0.05503954345
732	0.0548892589
733	0.0547490222
734	0.05463823705
735	0.05446230984
736	0.05438110186
737	0.05424937301
738	0.05416940627
739	0.05406971689
740	0.05394122178
741	0.05371844242
742	0.05360273831
743	0.05347552663
744	0.05339412408
745	0.05324583583
746	0.05312818508
747	0.05298164586
748	0.05285855545
749	0.05279197499
750	0.05268271018
751	0.05260838806
752	0.05256024641
753	0.05238777031
754	0.05229342879
755	0.05216432879
756	0.05210141254
757	0.0519301622
758	0.05183967489
759	0.051756273
760	0.05164632499
761	0.05156254032
762	0.05151553869
763	0.05141311068
764	0.05134059956
765	0.05124655207
766	0.05110971157
767	0.05098568691
768	0.05088502217
769	0.0507802344
770	0.05069295246
771	0.0505756187
772	0.0504779045
773	0.05034620951
774	0.05025125688
775	0.0501918212
776	0.05010442354
777	0.04998417633
778	0.04990834897
779	0.04982976262
780	0.04975338021
781	0.04968948509
782	0.04957965398
783	0.04952484431
784	0.04944858967
785	0.04937487828
786	0.04928137275
787	0.04910850585
788	0.04903593301
789	0.04893074535
790	0.04884133285
791	0.04876455077
792	0.04864610879
793	0.04857416514
794	0.04850266531
795	0.04841665792
796	0.04829576712
797	0.04820519092
798	0.04811439423
799	0.04801483566
800	0.04792200196
801	0.04783711847
802	0.0477348126
803	0.04766497729
804	0.04753040256
805	0.04748025561
806	0.04737766923
807	0.04728984222
808	0.0471983994
809	0.04711120018
810	0.04703135088
811	0.04694810748
812	0.04682536563
813	0.0467086578
814	0.04663238867
815	0.04658885632
816	0.04651873412
817	0.04641728145
818	0.04634701649
819	0.04625185823
820	0.04617203992
821	0.0460825149
822	0.04596897418
823	0.04580209728
824	0.04573519692
825	0.04564801622
826	0.04555798057
827	0.04550223857
828	0.04540173425
829	0.0452621213
830	0.04519264687
831	0.04513357763
832	0.04505195757
833	0.04497029833
834	0.04491810858
835	0.04484073521
836	0.04473019194
837	0.04465094069
838	0.04461002043
839	0.04453506886
840	0.04442302213
841	0.04426882467
842	0.04416503408
843	0.04405649638
844	0.04402332999
845	0.04390143698
846	0.04380507734
847	0.04369498775
848	0.04359956091
849	0.04353033127
850	0.04344750328
851	0.04336786199
852	0.04329149199
853	0.04324762646
854	0.04315602902
855	0.0430866574
856	0.04301422739
857	0.04290941747
858	0.04283707901
859	0.04278036755
860	0.04272625745
861	0.04264547443
862	0.04257154504
863	0.04247641972
864	0.04240741373
865	0.04230240226
866	0.04222090763
867	0.04211125375
868	0.0420314959
869	0.04194360779
870	0.04188300681
871	0.04179033239
872	0.04173840893
873	0.04164611403
874	0.04153863526
875	0.04149470781
876	0.04143486934
877	0.04135618749
878	0.04129129673
879	0.04121670835
880	0.04115186034
881	0.04107422631
882	0.04100108333
883	0.04092636429
884	0.04085309583
885	0.04074984489
886	0.04067934774
887	0.04062214394
888	0.04053792708
889	0.04048427471
890	0.04038908844
891	0.04029259549
892	0.04026595667
893	0.04014436603
894	0.04008754191
895	0.04002983041
896	0.03996175719
897	0.03984319849
898	0.03975317173
899	0.03965452717
900	0.03955958334
901	0.03946758879
902	0.03938632864
903	0.03927106062
904	0.03920266729
905	0.03912107213
906	0.03906486504
907	0.03901214546
908	0.03892533818
909	0.03884571872
910	0.03878653129
911	0.03868545566
912	0.03864226691
913	0.03858681917
914	0.03849998241
915	0.03842326687
916	0.03836665487
917	0.03829824681
918	0.03825147543
919	0.03817112047
920	0.0380985087
921	0.03804612734
922	0.03798961261
923	0.03792353723
924	0.03787574003
925	0.03781025052
926	0.03772669863
927	0.03764472029
928	0.03757746164
929	0.03750742794
930	0.03741230232
931	0.03735369147
932	0.03728924093
933	0.03723543856
934	0.0371704548
935	0.03715034802
936	0.03706362353
937	0.03700188893
938	0.03695661329
939	0.036874343
940	0.03682899675
941	0.03678818233
942	0.0367394326
943	0.03669320702
944	0.03659116106
945	0.03650094064
946	0.03643084826
947	0.03637525522
948	0.03632582195
949	0.03626250586
950	0.0362060192
951	0.03614780331
952	0.03610207638
953	0.03602712687
954	0.035961539
955	0.03589628098
956	0.03584221318
957	0.03578570163
958	0.03572832491
959	0.03570005454
960	0.03561761226
961	0.03557174025
962	0.0355279369
963	0.03547910216
964	0.0354432206
965	0.03541805086
966	0.03538367212
967	0.03533838372
968	0.03523508772
969	0.03515080052
970	0.03510507872
971	0.03506323773
972	0.03500796299
973	0.0349651793
974	0.03489139114
975	0.03487108765
976	0.03480528936
977	0.03477033598
978	0.03470321064
979	0.03462737667
980	0.03457522369
981	0.03451137201
982	0.0344613132
983	0.03441276365
984	0.03437173284
985	0.03432216514
986	0.034252623
987	0.03419505748
988	0.03412794554
989	0.03406339744
990	0.03399464237
991	0.03395110185
992	0.03390644505
993	0.03385903489
994	0.03380691718
995	0.03377278853
996	0.0337019971
997	0.03362309059
998	0.0335858208
999	0.03352858823
